source,competition_norm,canonical_competition_name,latest_observed_competition,first_seen_match_datetime,last_seen_match_datetime,is_active,created_at,updated_at
opta,superlig,Süper Lig,Süper Lig,2025-08-08 18:30:00+00,2026-04-06 17:00:00+00,t,2026-04-06 23:20:59.980841+00,2026-04-06 23:20:59.980841+00
